15/12/2020,"-4.90","COZY COVE                LANE COVE   AUS",""
15/12/2020,"-12.30","GM WORLD PTY LTD   QPS   LANE COVE",""
12/12/2020,"-41.99","PAYPAL *UBEREATS AU      4029357733  AUS TAP AND PAY 7006",""
12/12/2020,"-5.98","COSTCO WHOLESALE AUSTR   MARSDEN PARK",""
11/12/2020,"-13.65","PLINE CASTLE TOWERS      CASTLE HILL",""
11/12/2020,"-308.90","TK MAXX CASTLE HILL      CASTLE HILL",""
11/12/2020,"-428.15","JB HI FI CASTLE TOWE     CASTLE HILL NSW",""
11/12/2020,"-6.20","85 DEGREES DAILY CAF     CASTLE HILL NSW",""
11/12/2020,"-1.00","PAYPAL *PayPal Giving    4029357733  AUS TAP AND PAY 7006",""
11/12/2020,"-161.55","PAYPAL *SALTNPEPPER      4029357733  AUS TAP AND PAY 7006",""
11/12/2020,"-29.00","PAYPAL *MIMCOPTYLTD      4029357733  AUS TAP AND PAY 7006",""
11/12/2020,"-29.97","DYMOCKS CASTLE TOWEQPS   CASTLE HILL",""
10/12/2020,"-10.00","L V MEAT MASTERS         LANE COVE",""
08/12/2020,"-9.50","SUSHI MU & LANE COVE     LANE COVE   NSW",""
08/12/2020,"-4.90","COZY COVE                LANE COVE   AUS",""
08/12/2020,"-9.20","GYG Lane Cove            Lane Cove   NSW",""
06/12/2020,"-13.20","BAHAR PERSIAN FOOD       RYDE        NSW",""
06/12/2020,"-300.00","KASART HAIR              LINDFIELD   NSW",""
06/12/2020,"-64.15","ASAL HOLDINGS PTY LTD    RYDE",""
04/12/2020,"-8.70","MCDONALDS KVILLE NTH     KELLYVILLE",""
04/12/2020,"-99.49","WOOLWORTHS      1090     ROUSE HILL  NS",""
04/12/2020,"-59.90","BED BATH N TABLE         ROUSE HILL  NSW",""
04/12/2020,"-169.85","HABITANIA ROUSE HILL     ROUSE HILL",""
04/12/2020,"-112.22","COMMONWEALTH INSURANCE   SYDNEY OLYMP",""
03/12/2020,"-34.40","OFFICEWORKS 0220         NORTH RYDE  AUS",""
03/12/2020,"-11.60","Chargrill Charlies       Lane Cove   NSW",""
03/12/2020,"-10.00","ONE SEED PATISSERIES     LANE COVE",""
01/12/2020,"-28.00","7-ELEVEN 2025            NORTH ROCKS NSW",""
01/12/2020,"-70.71","CTX WOW NORTH RYDE       NORTH RYDE",""
30/11/2020,"+2449.62","PAYMENT RECEIVED, THANK YOU",""
29/11/2020,"-9.80","PAYPAL *TWINKL LTD       4029357733  AUS",""
28/11/2020,"-71.20","KELLYVILLE EGGS          KELLYVILLE  NSW",""
28/11/2020,"-59.92","WOOLWORTHS      1561     KELLYVILLENTNS",""
27/11/2020,"-17.84","BED BATH N TABLE         CASTLE HILL NSW",""
27/11/2020,"-59.36","GLOBAL RETAIL BRANDS     CASTLE HILL NSW",""
27/11/2020,"-254.00","CASTLE HILL NISSAN       CASTLE HILL NSW",""
26/11/2020,"-26.68","THE SOURCE BULK FOOD     LANE COVE   NSW",""
26/11/2020,"-13.90","GYG Lane Cove            Lane Cove   NSW",""
25/11/2020,"-24.00","POTTERY GREEN BAKERS     LANE COVE   NSW",""
25/11/2020,"-111.60","PAYPAL *SALTNPEPPER      4029357733  AUS TAP AND PAY 7006",""
24/11/2020,"-19.80","Chargrill Charlies       Lane Cove   NSW",""
23/11/2020,"-87.08","WOOLWORTHS      1761     MARSFIELD   NS",""
23/11/2020,"-20.50","WOOLWORTHS      1103     LANE COVE   NS",""
22/11/2020,"-37.99","PAYPAL *UBEREATS AU      4029357733  AUS TAP AND PAY 7006",""
22/11/2020,"-300.00","ADORA FERTILITY          SURRY HILLS",""
20/11/2020,"-4.70","ONE SEED PATISSERIES     LANE COVE",""
19/11/2020,"-14.50","ONE SEED PATISSERIES     LANE COVE",""
18/11/2020,"-4.90","COZY COVE                LANE COVE   AUS",""
18/11/2020,"-112.38","CTX WOW NORTH RYDE       NORTH RYDE",""
14/11/2020,"-6.98","PLINE PH HORNSBY         HORNSBY",""
13/11/2020,"-70.00","DHURST DAY SURGERY       DARLINGHURSTNSW",""
13/11/2020,"-52.00","PAYPAL *UBEREATS AU      4029357733  AUS TAP AND PAY 7006",""
12/11/2020,"-25.00","POTTERY GREEN BAKERS     LANE COVE   NSW",""
12/11/2020,"-3.73","TRANSPORTFORNSW TAP      SYDNEY",""
11/11/2020,"-32.00","PAYPAL *UBER AU          4029357733  AUS TAP AND PAY 7006",""
11/11/2020,"-5.40","CITYOFSYDNEY PARKING     SYDNEY",""
11/11/2020,"-5.40","CITYOFSYDNEY PARKING     SYDNEY",""
11/11/2020,"-13.70","Tokyo Bird               Surry Hills NSW",""
11/11/2020,"-42.00","PERSIAN BASEMENT         LANE COVE",""
09/11/2020,"-5.40","CITYOFSYDNEY PARKING     SYDNEY",""
06/11/2020,"-88.80","KELLYVILLE EGGS          KELLYVILLE  NSW",""
06/11/2020,"-136.54","WOOLWORTHS      1561     KELLYVILLENTNS",""
05/11/2020,"-11.71","TRANSPORTFORNSW TAP      SYDNEY",""
04/11/2020,"-178.00","MIDAS SHOES              SYDNEY      NSW",""
04/11/2020,"-7.10","FREECHOICE CHATSWOOD     CHATSWOOD   NSW",""
04/11/2020,"-5.00","CHANTILY CUPCAKES SY     SYDNEY      NSW",""
04/11/2020,"-110.63","MYER  SYDNEY CITY        SYDNEY      NSW",""
04/11/2020,"-89.95","CR PITT STREET           SYDNEY      NSW",""
04/11/2020,"-17.40","BREADTOP TOWNHALL PT     SYDNEY",""
04/11/2020,"-17.00","GREEN ORIENTAL PTY LTD   SYDNEY",""
04/11/2020,"-89.95","WITCHERY FASHIONS PT     SYDNEY",""
04/11/2020,"-112.22","COMMONWEALTH INSURANCE   SYDNEY OLYMP",""
03/11/2020,"-14.90","GYG Lane Cove            Lane Cove   NSW",""
03/11/2020,"-70.45","CTX WOW NORTH RYDE       NORTH RYDE",""
03/11/2020,"-18.00","CTX WOW NORTH RYDE       NORTH RYDE",""
02/11/2020,"-9.67","PLINE PH LANE COVE       LANE COVE",""
02/11/2020,"-16.07","PHO SAM LANE COVE        LANE COVE   NSW",""
30/10/2020,"-132.94","WOOLWORTHS      1561     KELLYVILLENTNS",""
30/10/2020,"-53.27","KELLYVILLE EGGS          KELLYVILLE  NSW",""
30/10/2020,"-19.95","NEXTRA NORTH KVILLE      KELLYVILLE  NSW",""
30/10/2020,"+1473.75","PAYMENT RECEIVED, THANK YOU",""
29/10/2020,"-9.80","PAYPAL *TWINKL LTD       4029357733  AUS",""
29/10/2020,"-34.95","MUJI                     CHATSWOOD   NSW",""
29/10/2020,"-13.50","CHATSTEA PTY LTD         CHATSWOOD",""
29/10/2020,"-12.00","JR MASTER PTY LTD        CHATSWOOD",""
27/10/2020,"-8.50","SQ *SUPER MIX JUICERY    Lane Cove   AUS",""
27/10/2020,"-12.90","Chargrill Charlies       Lane Cove   NSW",""
26/10/2020,"-11.60","Chargrill Charlies       Lane Cove   NSW",""
25/10/2020,"-29.00","L OCCITANE MACQUARIE     NORTH RYDE  NSW",""
25/10/2020,"-89.95","DECJUBA                  NORTH RYDE  NSW",""
25/10/2020,"-59.95","SEED 129                 MACQUARIE PANSW",""
25/10/2020,"-107.39","WOOLWORTHS      1129     MACQRIE RYDENS",""
25/10/2020,"-12.25","Macquarie Centre Meat    North Ryde  NSW",""
25/10/2020,"-79.95","WITCHERY                 NORTH RYDE",""
22/10/2020,"-15.40","GYG Lane Cove            Lane Cove   NSW",""
21/10/2020,"-72.66","EG FUELCO 1511 MARSFIE   MARSFIELD   NSW",""
18/10/2020,"-10.95","Ecco Shoes Pacific Pty   HORNSBY     AUS",""
16/10/2020,"-103.81","WOOLWORTHS      1561     KELLYVILLENTNS",""
16/10/2020,"-430.20","COSTCO WHOLESALE AUSTR   MARSDEN PARK",""
15/10/2020,"-29.90","UNIQLO                   NORTH RYDE  NSW",""
15/10/2020,"-6.10","Chatime Macquarie        Macquarie PaNSW",""
15/10/2020,"-42.00","SOUL ORIGIN MACQUARI     NORTH RYDE  NSW",""
15/10/2020,"-14.40","GYG Lane Cove            Lane Cove   NSW",""
15/10/2020,"-5.50","COZY COVE                LANE COVE   AUS",""
15/10/2020,"-19.99","DYMOCKS LANE COVE        LANE COVE",""
09/10/2020,"-7.88","PENNANT HILLS IGA        PENNANT HILLNSW",""
09/10/2020,"-8.00","SUSHI HILL         QPS   PENNANT HILL",""
08/10/2020,"-30.00","POTTERY GREEN BAKERS     LANE COVE   NSW",""
08/10/2020,"-17.90","THE SOURCE BULK FOOD     LANE COVE   NSW",""
07/10/2020,"-59.00","ANNUAL FEE",""
06/10/2020,"-11.50","POTTERY GREEN BAKERS     LANE COVE   NSW",""
06/10/2020,"-167.48","PAYPAL *AGLENERGYLI      4029357733  AUS TAP AND PAY 7006",""
06/10/2020,"-54.19","WOOLWORTHS      1761     MARSFIELD   NS",""
06/10/2020,"-112.22","COMMONWEALTH INSURANCE   SYDNEY OLYMP",""
05/10/2020,"-95.94","PAYPAL *DAVIDJONESL      4029357733  AUS",""
05/10/2020,"-1.00","PAYPAL *PAYPALGIVIN      4029357733  AUS TAP AND PAY 7006",""
04/10/2020,"-10.99","PHARMACY FOCUS KELLY     KELLYVILLE  NSW",""
04/10/2020,"-75.00","KENTHURST GROUP PTY      ANNANGROVE  NSW",""
02/10/2020,"+3185.37","PAYMENT RECEIVED, THANK YOU",""
25/09/2020,"-22.84","WOOLWORTHS      1561     KELLYVILLENTNS",""
25/09/2020,"-15.00","LEZZETTE FOODS PTY L     KELLYVILLE  NSW",""
